tempo_us,sinal_ad,adc_ads,adc_gpio14,pressao,pressao_total
14442948,138,8606,4095,13.823,15.707
14475284,138,8567,4095,13.742,15.626
14507595,137,8531,4095,13.667,15.551
14539920,137,8479,4095,13.559,15.442
14572241,136,8426,4095,13.448,15.332
14604577,136,8374,4095,13.340,15.224
14636886,136,8323,4095,13.234,15.117
14669209,135,8270,4095,13.123,15.007
14701539,135,8219,4095,13.017,14.901
14733872,135,8170,4095,12.915,14.799
14766182,134,8120,4095,12.811,14.694
14798502,134,8070,4095,12.706,14.590
14830836,134,8024,4095,12.611,14.494
14863162,134,7976,4095,12.511,14.394
14895471,133,7931,4095,12.417,14.301
14927798,133,7885,4095,12.321,14.205
14960118,133,7841,4095,12.229,14.113
14992454,133,7799,4095,12.142,14.026
15024764,132,7755,4095,12.050,13.934
15057087,132,7715,4095,11.967,13.851
15089408,132,7675,4095,11.884,13.767
15121750,132,7639,4095,11.809,13.692
15154061,131,7597,4095,11.721,13.605
15186381,131,7554,4095,11.631,13.515
15218703,131,7515,4095,11.550,13.434
15251040,131,7476,4095,11.469,13.353
15283352,131,7438,4095,11.390,13.274
15315675,131,7400,4095,11.311,13.194
15347985,130,7362,4095,11.231,13.115
15380330,130,7323,4095,11.150,13.034
15412642,130,7317,4095,11.138,13.022
15444964,130,7302,4095,11.106,12.990
15477287,130,7278,4095,11.056,12.940
15509619,130,7251,4095,11.000,12.884
15541925,130,7224,4095,10.944,12.828
15574253,130,7197,4095,10.888,12.772
15606568,130,7169,4095,10.829,12.713
15638905,129,7142,4095,10.773,12.657
15671208,129,7114,4095,10.715,12.599
15703530,129,7088,4095,10.661,12.544
15735830,129,7062,4095,10.606,12.490
15768153,129,7035,4095,10.550,12.434
15800483,129,7009,4095,10.496,12.380
15832811,129,6984,4095,10.444,12.328
15865121,129,6960,4095,10.394,12.278
15897440,129,6936,4095,10.344,12.228
15929762,129,6905,4095,10.279,12.163
15962101,129,6879,4095,10.225,12.109
15994411,129,6871,4095,10.209,12.092
