tempo_us,sinal_ad,adc_ads,adc_gpio14,pressao,pressao_total
17739992,178,16223,4095,23.109,31.576
17772322,177,16265,4095,23.196,31.663
17804638,177,16352,4095,23.377,31.844
17836966,177,16402,4095,23.482,31.949
17869274,177,16436,4095,23.552,32.019
17901605,177,16446,4095,23.573,32.040
17933926,177,16447,4095,23.575,32.042
17966260,176,16456,4095,23.594,32.061
17998568,175,16466,4095,23.615,32.082
18030900,173,16473,4095,23.630,32.097
18063218,172,16487,4095,23.659,32.126
18095550,171,16509,4095,23.705,32.172
18127859,170,16511,4095,23.709,32.176
18160186,169,16501,4095,23.688,32.155
18192507,168,16481,4095,23.646,32.113
18224841,167,16452,4095,23.586,32.053
18257151,166,16413,4095,23.505,31.972
18289474,165,16365,4095,23.405,31.872
18321806,164,16307,4095,23.284,31.751
18354138,163,16243,4095,23.150,31.617
18386447,162,16173,4095,23.005,31.472
18418766,161,16101,4095,22.855,31.322
18451100,161,16027,4095,22.700,31.167
18483427,160,15954,4095,22.548,31.015
18515736,159,15885,4095,22.405,30.872
18548063,158,15818,4095,22.265,30.732
18580391,158,15751,4095,22.125,30.592
18612721,157,15683,4095,21.984,30.451
18645029,156,15612,4095,21.836,30.303
18677352,155,15538,4095,21.682,30.149
18709674,155,15461,4095,21.521,29.988
18742015,154,15385,4095,21.363,29.830
18774324,154,15309,4095,21.205,29.672
18806643,153,15230,4095,21.040,29.507
18838964,152,15135,4095,20.842,29.309
18871305,152,15042,4095,20.648,29.115
18903615,151,14958,4095,20.473,28.940
18935941,151,14957,4095,20.471,28.938
18968259,150,14941,4095,20.438,28.905
19000598,150,14847,4095,20.242,28.709
19032906,150,14755,4095,20.050,28.517
19065230,149,14673,4095,19.880,28.347
19097551,149,14600,4095,19.727,28.194
19129883,149,14532,4095,19.586,28.053
19162189,150,14465,4095,19.446,27.913
19194518,151,14403,4095,19.317,27.784
19226831,153,14348,4095,19.202,27.669
19259168,154,14301,4095,19.105,27.572
19291474,155,14261,4095,19.021,27.488
19323795,157,14230,4095,18.957,27.424
19356094,158,14206,4095,18.907,27.374
19388416,159,14193,4095,18.880,27.347
19420747,161,14189,4095,18.871,27.338
19453076,162,14197,4095,18.888,27.355
19485386,164,14216,4095,18.927,27.394
19517705,165,14247,4095,18.992,27.459
19550035,164,14291,4095,19.084,27.551
19582366,163,14346,4095,19.198,27.665
19614675,162,14411,4095,19.334,27.801
19647002,162,14483,4095,19.484,27.951
19679320,161,14558,4095,19.640,28.107
19711660,160,14629,4095,19.788,28.255
19743967,159,14698,4095,19.932,28.399
19776291,159,14759,4095,20.059,28.526
19808612,158,14811,4095,20.167,28.634
19840954,157,14856,4095,20.261,28.728
19873263,156,14892,4095,20.336,28.803
19905581,156,14918,4095,20.390,28.857
19937902,155,14935,4095,20.425,28.892
19970241,154,14943,4095,20.442,28.909
20002552,154,14943,4095,20.442,28.909
20034879,153,14931,4095,20.417,28.884
20067188,152,14910,4095,20.373,28.840
20099524,152,14883,4095,20.317,28.784
20131847,151,14851,4095,20.250,28.717
20164168,150,14811,4095,20.167,28.634
20196489,150,14771,4095,20.084,28.551
20228821,149,14710,4095,19.957,28.424
20261145,149,14642,4095,19.815,28.282
20293463,148,14577,4095,19.680,28.147
20325784,147,14513,4095,19.546,28.013
20358117,147,14448,4095,19.411,27.878
20390426,146,14384,4095,19.277,27.744
20422756,146,14321,4095,19.146,27.613
20455071,145,14264,4095,19.027,27.494
20487407,145,14221,4095,18.938,27.405
20519716,144,14175,4095,18.842,27.309
20552049,144,14131,4095,18.750,27.217
20584372,143,14091,4095,18.667,27.134
20616700,143,14054,4095,18.590,27.057
20649009,142,14015,4095,18.509,26.976
20681334,142,13975,4095,18.425,26.892
20713647,141,13931,4095,18.334,26.801
20745983,141,13886,4095,18.240,26.707
20778284,140,13838,4095,18.140,26.607
20810623,140,13789,4095,18.038,26.505
20842941,139,13739,4095,17.934,26.401
20875279,139,13687,4095,17.825,26.292
20907580,138,13633,4095,17.713,26.180
20939900,138,13581,4095,17.605,26.072
20972207,138,13527,4095,17.492,25.959
21004524,137,13473,4095,17.380,25.847
21036846,137,13419,4095,17.267,25.734
21069178,136,13366,4095,17.157,25.624
21101495,136,13315,4095,17.050,25.517
21133818,136,13263,4095,16.942,25.409
21166136,135,13214,4095,16.840,25.307
21198468,135,13166,4095,16.740,25.207
21230781,135,13125,4095,16.655,25.122
21263108,134,13074,4095,16.548,25.015
21295431,134,13019,4095,16.434,24.901
21327762,134,12973,4095,16.338,24.805
21360080,134,12935,4095,16.259,24.726
21392400,133,12901,4095,16.188,24.655
21424721,133,12854,4095,16.090,24.557
21457055,133,12809,4095,15.996,24.463
21489364,133,12771,4095,15.917,24.384
21521695,132,12736,4095,15.844,24.311
21554011,132,12704,4095,15.777,24.244
21586345,132,12672,4095,15.711,24.178
21618656,132,12641,4095,15.646,24.113
21650986,131,12611,4095,15.584,24.051
21683308,131,12582,4095,15.523,23.990
21715640,131,12554,4095,15.465,23.932
21747947,131,12527,4095,15.409,23.876
21780270,131,12503,4095,15.359,23.826
21812588,131,12477,4095,15.305,23.772
21844924,130,12452,4095,15.252,23.719
21877224,130,12430,4095,15.207,23.674
21909554,130,12409,4095,15.163,23.630
21941858,130,12388,4095,15.119,23.586
21974196,130,12367,4095,15.075,23.542
22006505,130,12346,4095,15.032,23.499
22038830,130,12324,4095,14.986,23.453
22071146,130,12304,4095,14.944,23.411
22103463,130,12283,4095,14.900,23.367
22135785,129,12266,4095,14.865,23.332
22168117,129,12248,4095,14.827,23.294
22200426,129,12234,4095,14.798,23.265
22232756,129,12220,4095,14.769,23.236
22265071,129,12206,4095,14.740,23.207
22297407,129,12191,4095,14.709,23.176
22329717,129,12181,4095,14.688,23.155
22362049,129,12169,4095,14.663,23.130
22394372,129,12158,4095,14.640,23.107
22426700,129,12146,4095,14.615,23.082
22459008,129,12134,4095,14.590,23.057
22491334,129,12124,4095,14.569,23.036
22523647,129,12115,4095,14.550,23.017
22555983,129,12107,4095,14.534,23.001
22588285,130,12100,4095,14.519,22.986
22620622,130,12094,4095,14.507,22.974
22652940,130,12090,4095,14.498,22.965
22685279,130,12089,4095,14.496,22.963
22717579,130,12091,4095,14.500,22.967
22749898,130,12096,4095,14.511,22.978
