tempo_us,sinal_ad,adc_ads,adc_gpio14,pressao,pressao_total
16155936,130,12143,4095,14.823,23.076
16188252,130,12142,4095,14.821,23.074
16220594,130,12144,4095,14.825,23.078
16252903,130,12146,4095,14.829,23.082
16285546,142,12149,4095,14.835,23.088
16317856,142,12154,4095,14.846,23.099
16350181,142,12169,4095,14.877,23.130
16382503,142,12203,4095,14.948,23.201
16414837,143,12254,4095,15.054,23.307
16447148,144,12322,4095,15.196,23.449
16479470,145,12401,4095,15.360,23.613
16511801,146,12490,4095,15.546,23.799
16544134,147,12583,4095,15.739,23.992
16576443,148,12683,4095,15.948,24.201
16608762,150,12785,4095,16.160,24.413
16641096,152,12888,4095,16.375,24.628
16673423,153,12993,4095,16.594,24.847
16705733,155,13097,4095,16.810,25.063
16738059,157,13199,4095,17.023,25.276
16770367,159,13301,4095,17.235,25.488
16802697,160,13396,4095,17.433,25.686
16835003,162,13481,4095,17.610,25.863
16867326,164,13569,4095,17.794,26.047
16899631,165,13671,4095,18.006,26.259
16931957,167,13780,4095,18.233,26.486
16964266,168,13895,4095,18.473,26.726
16996602,170,14014,4095,18.721,26.974
17028903,171,14131,4095,18.964,27.217
17061227,173,14249,4095,19.210,27.463
17093530,174,14367,4095,19.456,27.709
17125847,175,14480,4095,19.691,27.944
17158169,176,14592,4095,19.925,28.178
17190502,177,14703,4095,20.156,28.409
17222817,178,14816,4095,20.391,28.644
17255140,178,14932,4095,20.633,28.886
17287455,179,15051,4095,20.881,29.134
17319790,179,15173,4095,21.135,29.388
17352107,180,15294,4095,21.387,29.640
17384430,180,15413,4095,21.635,29.888
17416751,180,15528,4095,21.875,30.128
17449083,180,15639,4095,22.106,30.359
17481407,180,15746,4095,22.329,30.582
17513724,180,15847,4095,22.539,30.792
17546046,180,15942,4095,22.737,30.990
17578378,179,16031,4095,22.923,31.176
17610688,179,16114,4095,23.096,31.349
17643018,179,16191,4095,23.256,31.509
17675337,179,16263,4095,23.406,31.659
17707668,178,16328,4095,23.541,31.794
17739988,178,16387,4095,23.664,31.917
17772317,177,16440,4095,23.775,32.028
17804634,177,16484,4095,23.866,32.119
17836962,177,16518,4095,23.937,32.190
17869270,177,16548,4095,24.000,32.253
17901601,177,16570,4095,24.046,32.299
17933921,177,16587,4095,24.081,32.334
17966255,176,16602,4095,24.112,32.365
17998562,175,16614,4095,24.137,32.390
18030896,173,16621,4095,24.152,32.405
18063211,172,16626,4095,24.162,32.415
18095546,171,16626,4095,24.162,32.415
18127856,170,16620,4095,24.150,32.403
18160181,169,16608,4095,24.125,32.378
18192502,168,16589,4095,24.085,32.338
18224838,167,16560,4095,24.025,32.278
18257147,166,16521,4095,23.943,32.197
18289471,165,16472,4095,23.841,32.094
18321801,164,16412,4095,23.716,31.969
18354134,163,16344,4095,23.575,31.828
18386443,162,16271,4095,23.423,31.676
18418762,161,16193,4095,23.260,31.513
18451096,161,16114,4095,23.096,31.349
18483423,160,16037,4095,22.935,31.188
18515734,159,15966,4095,22.787,31.040
18548059,158,15898,4095,22.646,30.899
18580387,158,15831,4095,22.506,30.759
18612718,157,15764,4095,22.366,30.619
18645025,156,15697,4095,22.227,30.480
18677348,155,15628,4095,22.083,30.336
18709670,155,15555,4095,21.931,30.184
18742011,154,15482,4095,21.779,30.032
18774323,154,15409,4095,21.627,29.880
18806642,153,15334,4095,21.471,29.724
18838962,152,15259,4095,21.314,29.567
18871301,152,15184,4095,21.158,29.411
18903611,151,15109,4095,21.002,29.255
18935936,151,15035,4095,20.848,29.101
18968247,150,14963,4095,20.698,28.951
19000592,150,14890,4095,20.546,28.799
19032902,150,14817,4095,20.393,28.647
19065226,149,14745,4095,20.243,28.497
19097547,149,14674,4095,20.096,28.349
19129880,149,14607,4095,19.956,28.209
19162185,150,14542,4095,19.821,28.074
19194514,151,14482,4095,19.696,27.949
19226828,153,14425,4095,19.577,27.830
19259164,154,14375,4095,19.473,27.726
19291469,155,14332,4095,19.383,27.636
19323790,157,14299,4095,19.314,27.567
19356089,158,14277,4095,19.269,27.522
19388412,159,14266,4095,19.246,27.499
19420743,161,14266,4095,19.246,27.499
19453072,162,14279,4095,19.273,27.526
19485382,164,14303,4095,19.323,27.576
19517701,165,14340,4095,19.400,27.653
19550032,164,14387,4095,19.498,27.751
19582362,163,14445,4095,19.618,27.872
19614673,162,14511,4095,19.756,28.009
19646997,162,14581,4095,19.902,28.155
19679313,161,14652,4095,20.050,28.303
19711656,160,14720,4095,20.191,28.444
19743964,159,14782,4095,20.321,28.574
19776287,159,14840,4095,20.441,28.694
19808609,158,14891,4095,20.548,28.801
19840950,157,14934,4095,20.637,28.890
19873260,156,14968,4095,20.708,28.961
19905579,156,14992,4095,20.758,29.011
19937900,155,15005,4095,20.785,29.038
19970237,154,15011,4095,20.798,29.051
20002548,154,15018,4095,20.812,29.065
20034875,153,15003,4095,20.781,29.034
20067193,152,14971,4095,20.714,28.967
20099525,152,14937,4095,20.643,28.897
20131841,151,14899,4095,20.564,28.817
20164164,150,14854,4095,20.471,28.724
20196486,150,14805,4095,20.368,28.622
20228819,149,14751,4095,20.256,28.509
20261141,149,14699,4095,20.148,28.401
20293459,148,14652,4095,20.050,28.303
20325780,147,14591,4095,19.923,28.176
20358113,147,14522,4095,19.779,28.032
20390422,146,14458,4095,19.646,27.899
20422753,146,14396,4095,19.516,27.769
20455068,145,14334,4095,19.387,27.640
20487403,145,14277,4095,19.269,27.522
20519713,144,14221,4095,19.152,27.405
20552045,144,14169,4095,19.044,27.297
20584368,143,14120,4095,18.941,27.194
20616697,143,14073,4095,18.844,27.097
20649005,142,14028,4095,18.750,27.003
20681330,142,13985,4095,18.660,26.913
20713645,141,13940,4095,18.566,26.819
20745981,141,13895,4095,18.473,26.726
20778282,140,13849,4095,18.377,26.630
20810622,140,13802,4095,18.279,26.532
20842944,139,13753,4095,18.177,26.430
20875280,139,13703,4095,18.073,26.326
20907591,138,13651,4095,17.964,26.217
20939916,138,13599,4095,17.856,26.109
20972237,138,13546,4095,17.746,25.999
21004572,137,13494,4095,17.637,25.890
21036882,137,13442,4095,17.529,25.782
21069205,136,13389,4095,17.418,25.672
21101536,136,13333,4095,17.302,25.555
21133868,136,13278,4095,17.187,25.440
21166178,135,13226,4095,17.079,25.332
21198498,135,13173,4095,16.969,25.222
21230832,135,13123,4095,16.864,25.117
21263158,134,13075,4095,16.764,25.017
21295470,134,13032,4095,16.675,24.928
21327793,134,12992,4095,16.591,24.844
21360124,134,12947,4095,16.498,24.751
21392452,133,12907,4095,16.414,24.667
21424760,133,12867,4095,16.331,24.584
21457083,133,12830,4095,16.254,24.507
